name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand
AOC AGON PRO AG276FK,1763.0,2234.0,44406.67,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,520.0,1000,400.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,AOC
Dell P1917S,769.0,1002.0,19675.809999999998,19.0,1280.0,1024.0,1.25,86.27367393593732,60.0,1000,250.0,IPS,6.0,1.31072,Small,HD,0,0,Dell
Samsung S27A700N,3269.0,3269.0,72637.18,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,300.0,IPS,5.0,8.2944,Large,4K,0,0,Samsung
Acer Nitro XZ323QKP1bmiiprx,1999.0,1999.0,44417.78,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,165.0,3000,250.0,VA,5.0,8.2944,Large,4K,1,1,Acer
Asus TUF Gaming VG27AQL3A,924.0,1504.0,26975.079999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,180.0,1000,350.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus
Asus VA229QSB,449.0,792.0,13787.509999999998,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Asus
Asus VP327Q,1040.0,1229.0,25208.59,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,350.0,VA,4.0,8.2944,Large,4K,0,0,Asus
ALOGIC Clarity Max 32C4KPD,4670.0,5105.0,108600.25,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,60.0,3000,320.0,VA,4.442516268980477,8.2944,XLarge,4K,0,0,ALOGIC
LC-Power LC-M27-QHD-165-C,873.0,1013.0,20953.46,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,165.0,4000,300.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,LC-Power
Hannspree HP246PJB,907.0,907.0,20153.539999999997,24.0,1920.0,1200.0,1.6,94.33981132056603,60.0,1000,300.0,IPS,5.0,2.304,Medium,FullHD,0,0,Hannspree
Asus TUF Gaming VG24VQE,758.0,1008.0,19620.26,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,165.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,1,0,Asus
Philips Evnia 24M1N3200ZS,474.0,925.0,15542.89,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,165.0,1100,250.0,IPS,4.0,2.0736,Small,FullHD,1,0,Philips
Acer Nitro EI322QURPbmiippx,1376.0,1376.0,30574.719999999998,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,165.0,3000,400.0,VA,4.442516268980477,3.6864,XLarge,QHD,1,0,Acer
Philips 322E1C,610.0,1016.0,18064.86,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,75.0,3000,250.0,VA,4.0,2.0736,XLarge,FullHD,0,0,Philips
Asus TUF Gaming VG249Q,539.0,874.0,15698.429999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,144.0,1000,250.0,IPS,4.0,2.0736,Medium,FullHD,1,0,Asus
Samsung S24A600NW,1319.0,1319.0,29308.18,24.0,2560.0,1440.0,1.7777777777777777,122.3837316712388,75.0,1000,300.0,IPS,5.0,3.6864,Medium,QHD,0,0,Samsung
AOC U28G2XU2,3031.0,3263.0,69926.34,28.0,3840.0,2160.0,1.7777777777777777,157.3505121487356,144.0,1000,400.0,IPS,1.0,8.2944,Large,4K,1,1,AOC
AOC Q27V5CW,849.0,1152.0,22231.11,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,75.0,1000,300.0,IPS,4.0,3.6864,Large,QHD,0,0,AOC
Dahua LM27-L200,669.0,669.0,14865.179999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,230.0,Other,14.0,2.0736,Large,FullHD,0,0,Dahua
LG 27MB67PY,296.0,296.0,6577.12,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG
Asus ROG Strix OLED XG27AQDPG,4156.0,4862.0,100189.98,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,500.0,1000,300.0,OLED,1.0,3.6864,Medium,QHD,1,0,Asus
LG UltraFine 32UR550K,1148.0,1264.0,26797.32,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,250.0,VA,4.0,8.2944,Large,4K,0,0,LG
Verbatim PMT-15-4K,1101.0,1801.0,32241.219999999998,15.6,3840.0,2160.0,1.7777777777777777,282.42399616439724,103.74406332453826,1000,350.0,IPS,6.0,8.2944,Small,4K,0,0,Verbatim
Acer SA322QAbi,708.0,876.0,17598.239999999998,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,75.0,1000,300.0,IPS,4.951367781155016,2.0736,Large,FullHD,0,0,Acer
Acer Nitro QG270S3BIPX,667.0,999.0,18509.26,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,1,0,Acer
LG 27BA65QB,1101.0,1446.0,28297.17,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,LG
Samsung Essential Monitor S39GD 27,520.0,853.0,15254.029999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,4000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Samsung
Acer Nitro VG240YSbmiipx,1739.0,1739.0,38640.579999999994,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,165.0,1000,250.0,IPS,2.0,2.0736,Medium,FullHD,1,0,Acer
Acer SpatialLabs View Pro 27 ASV27-2P,12146.0,12707.0,276116.82999999996,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,400.0,VA,5.0,8.2944,Large,4K,1,1,Acer
BenQ PD2500Q,1163.0,1163.0,25841.859999999997,25.0,2560.0,1440.0,1.7777777777777777,117.48838240438926,60.0,1000,350.0,IPS,4.0,3.6864,Medium,QHD,0,0,BenQ
LG 24BK55YP,601.0,601.0,13354.22,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,LG
Samsung ViewFinity S60UD 27,971.0,1703.0,29708.14,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Samsung
AOC U27B3A,711.0,1014.0,19164.75,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,AOC
Iiyama ProLite T1633MSC-B1,1713.0,1878.0,39896.009999999995,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,385.0,IPS,5.0,2.0736,Small,FullHD,0,0,Iiyama
Asus TUF Gaming VG32VQR,1215.0,1895.0,34552.1,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,165.0,3000,400.0,VA,4.0,3.6864,XLarge,QHD,1,0,Asus
Samsung F27T450FQ,649.0,929.0,17531.579999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Samsung
LG UltraGear 45GS95QX,4548.0,5011.0,106200.48999999999,45.0,3440.0,1440.0,2.388888888888889,82.87190770351405,240.0,1500000,275.0,OLED,1.0,4.9536,XLarge,QHD,1,0,LG
Philips Evnia 27M2N3800A,1369.0,1702.0,34118.81,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,350.0,IPS,1.0,8.2944,Large,4K,1,1,Philips
Samsung OM75A,27039.0,37999.0,722572.1799999999,75.0,3840.0,2160.0,1.7777777777777777,58.74419120219462,75.0,1200,4000.0,IPS,4.951367781155016,8.2944,XLarge,4K,0,0,Samsung
Asus ROG Swift PG348Q,5088.0,5318.0,115610.65999999999,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,1000,300.0,IPS,5.0,4.9536,XLarge,QHD,0,0,Asus
AOC Q27B3MA,554.0,744.0,14420.779999999999,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,75.0,4000,250.0,VA,4.0,3.6864,Large,QHD,0,0,AOC
LG 22SM3G,1236.0,2315.0,39451.61,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,60.0,1000,250.0,IPS,14.0,2.0736,Small,FullHD,0,0,LG
Asus ROG Strix XG27UCG,1679.0,2620.0,47761.89,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,350.0,IPS,1.0,8.2944,Large,4K,1,1,Asus
Iiyama G-Master G2740QSU-B1,1069.0,2448.0,39073.869999999995,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,75.0,1000,250.0,IPS,4.0,3.6864,Large,QHD,0,0,Iiyama
Philips 86BDL6051C,37380.0,37380.0,830583.6,85.6,3840.0,2160.0,1.7777777777777777,51.46979369351165,60.0,1000,350.0,IPS,8.0,8.2944,XLarge,4K,0,0,Philips
Lenovo ThinkVision P24Q-40,1056.0,1330.0,26508.46,23.8,2560.0,1440.0,1.7777777777777777,123.41216639116517,120.0,1500,300.0,IPS,4.0,3.6864,Small,QHD,1,0,Lenovo
Acer Nitro ED320QRP3biipx,1699.0,1699.0,37751.78,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,165.0,3000,250.0,VA,4.442516268980477,2.0736,Large,FullHD,1,0,Acer
Iiyama G-Master G4380UHSU-B1,2429.0,3297.0,63615.85999999999,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,144.0,1000,550.0,VA,3.0,8.2944,XLarge,4K,1,1,Iiyama
MSI PRO MP242L,269.0,478.0,8299.17,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,MSI
Acer Nitro XV240YX1bmiiprx,459.0,675.0,12598.74,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,200.0,1000,250.0,IPS,1.0,2.0736,Small,FullHD,1,0,Acer
Arzopa S1 Table,347.0,414.0,8454.71,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Arzopa
LG 32MR50C,609.0,668.0,14187.47,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,100.0,3000,250.0,VA,5.0,2.0736,Large,FullHD,0,0,LG
NEC UN492S,16972.0,16972.0,377117.83999999997,49.0,1920.0,1080.0,1.7777777777777777,44.95728918535303,60.0,1700,700.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,NEC
LG 55UM5N-H,4059.0,6775.0,120365.73999999999,55.0,3840.0,2160.0,1.7777777777777777,80.10571527571994,60.0,1100,500.0,IPS,4.951367781155016,8.2944,XLarge,4K,0,0,LG
LG UltraFine 27US550,877.0,1468.0,26052.949999999997,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,300.0,IPS,5.0,8.2944,Large,4K,0,0,LG
MSI MPG 346CQRF X24,1999.0,1999.0,44417.78,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,240.0,4000,400.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI
Asus ProArt PA32UCXR,13317.0,19899.0,369029.76,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,60.0,1000,1000.0,IPS,5.0,8.2944,XLarge,4K,0,0,Asus
Iiyama ProLite XUB2797QSN-W1,1103.0,1619.0,30241.42,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1300,250.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama
Lenovo ThinkVision T65 Camera,16161.0,16161.0,359097.42,65.0,3840.0,2160.0,1.7777777777777777,67.78175907945533,60.0,1200,400.0,IPS,8.0,8.2944,XLarge,4K,0,0,Lenovo
Philips 345B1C,1226.0,1446.0,29685.92,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,5.0,4.9536,XLarge,QHD,0,0,Philips
LG UltraWide 29U511A,720.0,1022.0,19353.62,29.0,2560.0,1080.0,2.3703703703703702,95.8099585479297,100.0,1000,250.0,IPS,5.0,2.7648,Large,FullHD,0,0,LG
HP V27c G5,1265.0,1265.0,28108.3,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,300.0,VA,5.0,2.0736,Large,FullHD,0,0,HP
Optoma N-Series Professional Display N3651K,5359.0,5359.0,119076.98,65.0,3840.0,2160.0,1.7777777777777777,67.78175907945533,60.0,1200,450.0,Other,8.0,8.2944,XLarge,4K,0,0,Optoma
Samsung S27C362E,575.0,575.0,12776.5,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Samsung
AOC U34E2M,908.0,1174.0,23131.02,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,4000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,AOC
HP OMEN 24,569.0,747.0,14620.759999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,165.0,1000,300.0,IPS,1.0,2.0736,Small,FullHD,1,0,HP
Viewsonic VA2715-H,319.0,662.0,10898.91,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,4000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Viewsonic
Iiyama ProLite XUB2495WSU-B7,689.0,888.0,17520.469999999998,24.1,1920.0,1200.0,1.6,93.94835982131056,75.0,1000,300.0,IPS,4.0,2.304,Medium,FullHD,0,0,Iiyama
Philips 278E1A,1098.0,1237.0,25941.85,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Philips
MSI MAG 322URDF E16,2153.0,3050.0,57805.329999999994,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,160.0,1000,400.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,MSI
Samsung Flip 3 WM75A,11200.0,11200.0,248864.0,75.0,3840.0,2160.0,1.7777777777777777,58.74419120219462,60.0,4000,350.0,Other,6.0,8.2944,XLarge,4K,0,0,Samsung
Fujitsu B22-8WE Neo,425.0,465.0,9887.9,22.0,1680.0,1050.0,1.6,90.05163807872212,76.0,1000,250.0,TN,5.0,1.764,Small,HD,0,0,Fujitsu
Iiyama G-Master GCB3480WQSU-B1,992.0,1755.0,30519.17,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,420.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Iiyama
Acer Vero CB273Ubemipruzxv,1095.0,1363.0,27308.379999999997,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1300,350.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Acer
Samsung Odyssey G50A 32,4047.0,4047.0,89924.34,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,165.0,1000,350.0,IPS,1.0,3.6864,XLarge,QHD,1,0,Samsung
LG 32SM5D,2121.0,2121.0,47128.619999999995,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,60.0,1100,400.0,IPS,10.0,2.0736,XLarge,FullHD,0,0,LG
NEC MultiSync EA272U,2665.0,2956.0,62449.31,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,400.0,IPS,5.0,8.2944,Large,4K,0,0,NEC
Viewsonic CDE5530,3235.0,3235.0,71881.7,55.0,3840.0,2160.0,1.7777777777777777,80.10571527571994,60.0,1200,450.0,VA,4.442516268980477,8.2944,XLarge,4K,0,0,Viewsonic
Hannspree HO275PTB,1938.0,2336.0,47484.14,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,300.0,Other,5.0,2.0736,Large,FullHD,0,0,Hannspree
Optoma Creative Touch 5 Series 5753RK,8936.0,19900.0,320367.95999999996,75.0,3840.0,2160.0,1.7777777777777777,58.74419120219462,60.0,5000,420.0,Other,8.0,8.2944,XLarge,4K,0,0,Optoma
AOC 24B1H,393.0,488.0,9787.91,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,0,0,AOC
LG UltraWide 34WQ500,868.0,1258.0,23619.86,25.7,2560.0,1080.0,2.3703703703703702,108.11240458715803,75.0,1000,250.0,IPS,5.0,2.7648,Medium,FullHD,0,0,LG
Asus TUF Gaming VG27AQM1A,1196.0,1893.0,34318.79,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,260.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus
Dell UltraSharp U2720Q,1100.0,1100.0,24442.0,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1300,350.0,IPS,5.0,8.2944,Large,4K,0,0,Dell
BenQ PD3205UA,2599.0,3094.0,63249.229999999996,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ
Lenovo ThinkVision S27-4e,539.0,636.0,13054.25,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1500,300.0,IPS,6.0,2.0736,Large,FullHD,0,0,Lenovo
Asus ProArt PA247CV,959.0,1083.0,22686.62,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,300.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Asus
Samsung QB49R,3299.0,3299.0,73303.78,49.0,3840.0,2160.0,1.7777777777777777,89.91457837070605,60.0,4000,350.0,Other,8.0,8.2944,XLarge,4K,0,0,Samsung
AOC CU34V5C,1039.0,1128.0,24075.37,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,AOC
Iiyama ProLite T6529AS-B1AG,7503.0,8253.0,175049.16,64.5,3840.0,2160.0,1.7777777777777777,68.30719907231932,60.0,4000,420.0,VA,4.442516268980477,8.2944,XLarge,4K,0,0,Iiyama
Acer Nitro XV275KP3biipruzx,3300.0,4084.0,82036.23999999999,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,1000.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,Acer
Iiyama ProLite XB3288UHSU-B5,1299.0,1638.0,32630.07,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,300.0,VA,3.0,8.2944,Large,4K,0,0,Iiyama
Samsung OH46B-S,16524.0,25982.0,472241.66,46.0,1920.0,1080.0,1.7777777777777777,47.88928630613692,60.0,6000,3500.0,VA,6.0,2.0736,XLarge,FullHD,0,0,Samsung
Dell S3423DWC,1832.0,3373.0,57827.549999999996,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,Dell
Philips 242B9T,1488.0,2122.0,40107.1,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Philips
MSI MAG 342CQR E2,1279.0,1370.0,29430.39,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,3000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI
AOC AGON PRO PD34,5308.0,5308.0,117943.76,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,240.0,1500000,250.0,OLED,1.0,4.9536,XLarge,QHD,1,0,AOC
Lenovo Legion R24e,380.0,738.0,12420.98,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Lenovo
HP 524sh,549.0,892.0,16009.509999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,300.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP
Panasonic TH-50CQE2W,4095.0,4095.0,90990.9,49.5,3840.0,2160.0,1.7777777777777777,89.00635030635549,60.0,5000,500.0,VA,8.0,8.2944,XLarge,4K,0,0,Panasonic
Philips 65BDL4650D,6679.0,8185.0,165139.03999999998,64.5,3840.0,2160.0,1.7777777777777777,68.30719907231932,60.0,1200,500.0,IPS,8.0,8.2944,XLarge,4K,0,0,Philips
Cooler Master GM27-CF,1865.0,1865.0,41440.299999999996,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,3000,300.0,VA,3.0,2.0736,Large,FullHD,1,0,Cooler Master
AOC C27G2Z3,679.0,1013.0,18798.12,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,280.0,4000,300.0,VA,1.0,2.0736,Large,FullHD,1,0,AOC
MSI PRO MP273AP,549.0,627.0,13065.359999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,300.0,IPS,4.0,2.0736,Large,FullHD,0,0,MSI
Viewsonic VG2448a-2,799.0,850.0,18320.39,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Viewsonic
Philips 27M1F5500P,2090.0,4021.0,67893.20999999999,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,240.0,1000,450.0,IPS,1.0,3.6864,Large,QHD,1,0,Philips
Philips 222B9TA,1334.0,1941.0,36385.25,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,3000,210.0,VA,2.0,2.0736,Small,FullHD,0,0,Philips
TCL 34R83Q,3298.0,6796.0,112144.34,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,170.0,4000,495.17525773195877,Other,1.0,4.9536,XLarge,QHD,1,0,TCL
Acer Nitro VG270M3bmiipx,575.0,854.0,15876.189999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer
Samsung S22C310E,601.0,601.0,13354.22,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Samsung
HP OMEN X 25f,2237.0,2237.0,49706.14,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,240.0,1000,400.0,TN,1.0,2.0736,Medium,FullHD,1,0,HP
Viewsonic VG2208A-HD,436.0,540.0,10843.359999999999,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Viewsonic
Acer Nitro XV270X1bmiipx,549.0,635.0,13154.24,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,200.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer
LG UltraGear 32GP850,1630.0,1630.0,36218.6,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,180.0,1000,350.0,IPS,1.0,3.6864,XLarge,QHD,1,0,LG
Eizo FlexScan EV2430,1367.0,1823.0,35440.9,24.0,1920.0,1200.0,1.6,94.33981132056603,60.0,1000,300.0,IPS,14.0,2.304,Medium,FullHD,0,0,Eizo
BenQ Zowie XL2731,2682.0,2682.0,59594.03999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,320.0,TN,1.0,2.0736,Large,FullHD,1,0,BenQ
AOC 24G2ZE,704.0,1280.0,22042.239999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,240.0,1000,350.0,IPS,4.0,2.0736,Medium,FullHD,1,0,AOC
Acer Nitro QG241YEbii,446.0,501.0,10521.17,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Acer
KOORUI GN01,748.0,748.0,16620.559999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,3000,300.0,VA,4.442516268980477,2.0736,Large,FullHD,1,0,KOORUI
Viewsonic IFP8652-1B,20192.0,20192.0,448666.24,86.0,3840.0,2160.0,1.7777777777777777,51.2303993042395,60.0,1200,400.0,IPS,8.0,8.2944,XLarge,4K,0,0,Viewsonic
Dell C2423H,813.0,813.0,18064.86,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Dell
Dell Plus S3425DW,1643.0,2020.0,40695.93,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,3000,300.0,VA,1.0,4.9536,XLarge,QHD,1,0,Dell
Viewsonic TD2760,2222.0,2755.0,55294.469999999994,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,230.0,VA,6.0,2.0736,Large,FullHD,0,0,Viewsonic
Dell P2722HE,999.0,2293.0,36574.119999999995,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,300.0,IPS,5.0,2.0736,Large,FullHD,0,0,Dell
Asus VY229HF,354.0,507.0,9565.71,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1300,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Asus
Asus VP247HAE,653.0,825.0,16420.579999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,0,0,Asus
BenQ Zowie XL2546K,1899.0,2748.0,51628.17,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,240.0,1000,320.0,TN,1.0,2.0736,Medium,FullHD,1,0,BenQ
MSI MAG 271QPX QD-OLED,3000.0,3059.0,67315.48999999999,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,360.0,1500000,250.0,OLED,1.0,3.6864,Medium,QHD,1,0,MSI
Samsung Smart Monitor M5 27,1049.0,1375.0,26930.64,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,250.0,VA,8.0,2.0736,Large,FullHD,0,0,Samsung
Samsung UD46E-A,12769.0,12769.0,283727.18,46.0,1920.0,1080.0,1.7777777777777777,47.88928630613692,75.0,3500,700.0,Other,8.0,2.0736,XLarge,FullHD,0,0,Samsung
Targus DM4240PEUZ,531.0,770.0,14454.109999999999,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,325.0,Unknown,4.650088691829009,2.0736,Medium,FullHD,0,0,Targus
Viewsonic VX2718-2KPC-MHDJ,982.0,1169.0,23897.61,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,165.0,4000,250.0,VA,1.0,3.6864,Large,QHD,1,0,Viewsonic
BenQ PD2706U,1871.0,2088.0,43984.49,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1200,400.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ
BenQ ST5502S,4535.0,7202.0,130398.06999999999,55.0,3840.0,2160.0,1.7777777777777777,80.10571527571994,60.0,1300,400.0,IPS,9.0,8.2944,XLarge,4K,0,0,BenQ
MSI MAG 255XF,759.0,1036.0,19942.45,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,300.0,1000,250.0,IPS,4.951367781155016,2.0736,Medium,FullHD,1,0,MSI
HP 324pf,432.0,858.0,14331.9,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP
Acer SA322QUAbmiipx,617.0,876.0,16587.23,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,75.0,1000,300.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Acer
LG 27BA400,491.0,563.0,11709.939999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG
