name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand,log_target,gaming_label
Lenovo S25e-30,627.0,627.0,13931.94,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,60.0,1000,325.0,Unknown,4.650088691829009,2.0736,Medium,FullHD,0,0,Lenovo,9.542011099781202,Non-Gaming
Asus VS247HR,1579.0,1579.0,35085.38,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,TN,2.0,2.0736,Medium,FullHD,0,0,Asus,10.465568299961177,Non-Gaming
MSI Optix G274QPX,1499.0,2750.0,47206.39,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,MSI,10.762305727114798,Gaming
Asus ZenScreen MB249C,1379.0,2191.0,39662.7,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Asus,10.588191690712685,Non-Gaming
Asus ProArt PA34VCNV,2276.0,2505.0,53116.91,34.1,3440.0,1440.0,2.388888888888889,109.36175503396284,60.0,1000,300.0,IPS,5.0,4.9536,XLarge,QHD,0,0,Asus,10.880269438496768,Non-Gaming
Samsung Odyssey Neo G7 G70NC 43,2668.0,5281.0,88313.39,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,144.0,4000,400.0,VA,4.442516268980477,8.2944,XLarge,4K,1,1,Samsung,11.388658340471764,Gaming
Asus ProArt PA248CNV,1069.0,1256.0,25830.75,24.0,1920.0,1200.0,1.6,94.33981132056604,75.0,1000,300.0,IPS,5.0,2.304,Medium,FullHD,0,0,Asus,10.15935963447242,Non-Gaming
Iiyama ProLite XUB2792QSU-B5,1079.0,1299.0,26419.58,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Iiyama,10.181898530901211,Non-Gaming
Viewsonic VG2748a-2,723.0,1043.0,19620.26,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Viewsonic,9.884368951240813,Non-Gaming
Samsung C24F396F,445.0,445.0,9887.9,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,0,0,Samsung,9.199168194972932,Non-Gaming
LG MyView 32U721SA,1473.0,1699.0,35240.92,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,250.0,VA,5.0,8.2944,Large,4K,0,0,LG,10.469991562107372,Non-Gaming
Asus VY249HGE,446.0,700.0,12732.06,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,144.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Asus,9.451957039727573,Gaming
Lenovo Legion Y27q-30,1295.0,2063.0,37307.38,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,180.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Lenovo,10.526973245277889,Gaming
LG 27BN650Y,1226.0,1869.0,34385.45,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG,10.445417870415502,Non-Gaming
LG UltraGear 34GS95QE,2737.0,3899.0,73725.95999999999,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,240.0,1500000,275.0,OLED,1.0,4.9536,XLarge,QHD,1,0,LG,11.208123818613242,Gaming
Philips 43BDL4511D,3015.0,3633.0,73859.28,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,60.0,1200,500.0,IPS,8.0,8.2944,XLarge,4K,0,0,Philips,11.209930479355231,Non-Gaming
MSI Modern MD271UL,1540.0,1540.0,34218.799999999996,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,342.715043074884,IPS,4.0,8.2944,Large,4K,0,0,MSI,10.440559702893745,Non-Gaming
Iiyama ProLite TF1515MC-B1,2064.0,2447.0,50117.21,15.0,1024.0,768.0,1.3333333333333333,85.33333333333333,60.0,800,350.0,TN,8.0,0.786432,Small,HD,0,0,Iiyama,10.82213969408652,Non-Gaming
AOC Q27P3CV,1006.0,1244.0,24997.5,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,0,0,AOC,10.126571102050265,Non-Gaming
Iiyama ProLite T1732MSC-B1SAG,2114.0,2518.0,51461.52,17.0,1280.0,1024.0,1.25,96.42351792840054,75.0,1000,215.0,TN,4.1020408163265305,1.31072,Small,HD,0,0,Iiyama,10.848609054710584,Non-Gaming
Asus ZenScreen MB27ACF,1766.0,1966.0,41462.52,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1500,300.0,IPS,5.0,3.6864,Large,QHD,0,0,Asus,10.632569283495378,Non-Gaming
Neovo X-22E,2606.0,3444.0,67215.5,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,60.0,1000,250.0,TN,3.0,2.0736,Small,FullHD,0,0,Neovo,11.115674032086567,Non-Gaming
Acer Vero B277UEwmiiprzxv,849.0,1018.0,20742.37,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Acer,9.93998195652978,Non-Gaming
Philips 271V8L,388.0,505.0,9921.23,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Philips,9.202532973402644,Non-Gaming
Asus VA27DQSB,681.0,769.0,16109.5,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Asus,9.68722651231261,Non-Gaming
Viewsonic XG2705,1244.0,1244.0,27641.68,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,250.0,IPS,1.0,2.0736,Large,FullHD,1,0,Viewsonic,10.227116234107394,Gaming
BenQ Mobiuz EX2710Q,872.0,1079.0,21675.61,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,165.0,1000,250.0,IPS,2.0,3.6864,Large,QHD,1,0,BenQ,9.983989078013598,Gaming
LG UltraGear 27GS85Q,963.0,1158.0,23564.31,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,180.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,LG,10.067530994374211,Gaming
ASRock Phantom Gaming PG25FFT,488.0,608.0,12176.56,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,180.0,1000,300.0,IPS,4.951367781155016,2.0736,Medium,FullHD,1,0,ASRock,9.407350192788247,Gaming
Lenovo T27p-10,1898.0,1898.0,42173.56,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Lenovo,10.649572474638942,Non-Gaming
LG 27BK550Y,769.0,2049.0,31307.98,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG,10.351660236338502,Non-Gaming
Iiyama ProLite XCB4594DQSN-B1,2690.0,3735.0,71381.75,44.5,5120.0,1440.0,3.5555555555555554,119.5201448168605,165.0,3000,450.0,VA,4.442516268980477,7.3728,XLarge,QHD,1,0,Iiyama,11.17581152249985,Gaming
Philips 278B1,1104.0,1436.0,28219.4,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Philips,10.247800399650787,Non-Gaming
Acer Nitro XF240YM3biiph,418.0,508.0,10287.86,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,250.0,IPS,1.0,2.0736,Small,FullHD,1,0,Acer,9.238817035518732,Gaming
Iiyama ProLite XU2494HSU-B2,549.0,549.0,12198.78,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,0,0,Iiyama,9.409173197771871,Non-Gaming
Lenovo D32-40,693.0,1034.0,19186.97,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,60.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Lenovo,9.862038799143559,Non-Gaming
Lenovo ThinkVision T22i-10,499.0,499.0,11087.78,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,60.0,1000,250.0,IPS,6.0,2.0736,Small,FullHD,0,0,Lenovo,9.313689065275845,Non-Gaming
AOC 27G15N2,470.0,532.0,11132.22,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,3000,300.0,VA,1.0,2.0736,Large,FullHD,1,0,AOC,9.31768871060415,Gaming
Cooler Master Tempest GZ2711,2711.0,3631.0,70459.62,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1500000,150.0,OLED,1.0,3.6864,Large,QHD,1,0,Cooler Master,11.162809251175277,Gaming
BenQ RD240Q,1529.0,1907.0,38173.96,24.1,2560.0,1600.0,1.6,125.26447976174744,60.0,1000,300.0,IPS,5.0,4.096,Medium,QHD,0,0,BenQ,10.549935082280129,Non-Gaming
AOC 24G4HRE,448.0,575.0,11365.53,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,200.0,1000,300.0,IPS,1.0,2.0736,Small,FullHD,1,0,AOC,9.338428351070805,Gaming
Viewsonic VX2780J-2K,579.0,1484.0,22919.93,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,170.0,1000,350.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Viewsonic,10.039805745921726,Gaming
Acer Nitro EI322QURVbmiippx,1300.0,1300.0,28886.0,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,180.0,1000,320.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,Acer,10.271146945908393,Gaming
Eizo FlexScan EV2485,1923.0,2499.0,49128.42,24.0,1920.0,1200.0,1.6,94.33981132056604,60.0,1000,350.0,IPS,5.0,2.304,Medium,FullHD,0,0,Eizo,10.802213319678803,Non-Gaming
Asus VA34VCPSN,1938.0,2754.0,52128.119999999995,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,Asus,10.861478996744932,Non-Gaming
Asus ZenScreen Go MB16AWP,1809.0,2776.0,50939.35,16.0,1920.0,1080.0,1.7777777777777777,137.68169813014364,60.0,1200,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Asus,10.83841061933827,Non-Gaming
Neovo SC-32E,1293.0,3756.0,56094.39,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,60.0,1000,350.0,VA,5.0,2.0736,Large,FullHD,0,0,Neovo,10.934808913446206,Non-Gaming
Lenovo P32p-30,2299.0,4305.0,73370.44,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Lenovo,11.203290038065804,Non-Gaming
MSI Optix G32C4,1126.0,1126.0,25019.72,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,165.0,3000,250.0,VA,4.0,2.0736,XLarge,FullHD,1,0,MSI,10.12745956058527,Gaming
Acer Nitro XF270S3biphx,747.0,790.0,17076.07,32.61749201277956,1920.0,1080.0,1.7777777777777777,96.6136977507334,180.0,1000,300.0,VA,4.442516268980477,2.0736,XLarge,FullHD,1,0,Acer,9.745491906959472,Gaming
Dahua LM32-P301A,1073.0,1495.0,28530.48,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,75.0,1200,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Dahua,10.25876331808114,Non-Gaming
Acer Vero V277Ebipv,571.0,649.0,13554.2,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,0,0,Acer,9.514525516526978,Non-Gaming
Dell Alienware AW2725QF,1679.0,3791.0,60771.7,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,180.0,1000,400.0,IPS,1.0,8.2944,Large,4K,1,1,Dell,11.014895953959769,Gaming
Lenovo C32u-40,1585.0,1748.0,37029.63,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,75.0,3000,250.0,VA,4.0,8.2944,Large,4K,0,0,Lenovo,10.51950068699545,Non-Gaming
Viewsonic VA2708-4K-HD,748.0,944.0,18798.12,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1200,250.0,IPS,4.0,8.2944,Large,4K,0,0,Viewsonic,9.841565339211849,Non-Gaming
Dell E1715S,459.0,846.0,14498.55,17.0,1280.0,1024.0,1.25,96.42351792840054,60.0,1000,250.0,TN,5.0,1.31072,Small,HD,0,0,Dell,9.581872893444327,Non-Gaming
AOC CU34G4,1074.0,1503.0,28630.47,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,2500,300.0,VA,1.0,4.9536,XLarge,QHD,1,0,AOC,10.26226174151734,Gaming
Samsung Essential Monitor S30GD 27,369.0,740.0,12320.99,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Samsung,9.419140750017622,Non-Gaming
Dell P2422HE,734.0,1419.0,23919.83,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Dell,10.082504906459228,Non-Gaming
LG UltraWide 35WN75CP,1347.0,1995.0,37129.619999999995,35.0,3440.0,1440.0,2.388888888888889,106.5495956188038,100.0,2500,300.0,VA,5.0,4.9536,XLarge,QHD,0,0,LG,10.522197245119514,Non-Gaming
Lenovo L27m-30,945.0,1143.0,23197.68,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,6.0,2.0736,Large,FullHD,0,0,Lenovo,10.051850659484007,Non-Gaming
HP 322ph,399.0,856.0,13943.05,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.542808172965087,Non-Gaming
Philips 27B2U6903,1970.0,2310.0,47550.8,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Philips,10.769574922146647,Non-Gaming
Eizo FlexScan EV2781,2167.0,2873.0,55994.399999999994,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,60.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Eizo,10.933024823486234,Non-Gaming
Lenovo T32p-30,1795.0,2859.0,51705.939999999995,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Lenovo,10.853347287464468,Non-Gaming
Lenovo ThinkVision T27hv-30,1416.0,2120.0,39284.96,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,1000,300.0,IPS,6.0,3.6864,Large,QHD,0,0,Lenovo,10.57862248211929,Non-Gaming
Asus ROG Strix OLED XG32UCDS,3599.0,4395.0,88813.34,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,165.0,1500000,250.0,OLED,1.0,8.2944,Large,4K,1,1,Asus,11.394303402429209,Gaming
MSI MAG 274CXF,639.0,745.0,15376.24,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,280.0,4000,300.0,VA,4.442516268980477,2.0736,Large,FullHD,1,0,MSI,9.640643773119718,Gaming
Asus ProArt PA278CGV,1496.0,2202.0,41084.78,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,144.0,1000,400.0,IPS,5.0,3.6864,Large,QHD,1,0,Asus,10.623417355216109,Gaming
Philips 272V8LA,476.0,476.0,10576.72,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Philips,9.266505181243446,Non-Gaming
Iiyama ProLite TF1633MSC-B1,1740.0,1843.0,39807.13,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,385.0,IPS,5.0,2.0736,Small,FullHD,0,0,Iiyama,10.59182644176876,Non-Gaming
AOC CU34G2X,1380.0,1494.0,31930.14,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,144.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,1,0,AOC,10.37133698817202,Gaming
HP P22h G5,649.0,1022.0,18564.81,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.829076996146876,Non-Gaming
Lenovo T24m-20,1399.0,1424.0,31363.53,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Lenovo,10.353432915562838,Non-Gaming
LG UltraWide 29WP60G,726.0,1387.0,23475.43,29.0,2560.0,1080.0,2.3703703703703702,95.8099585479297,75.0,1000,250.0,IPS,5.0,2.7648,Large,FullHD,0,0,LG,10.063752218089112,Non-Gaming
Iiyama ProLite TW1025LASC-B1PNR,1447.0,1993.0,38218.4,10.1,1280.0,800.0,1.6,149.44920605238187,103.74406332453826,1000,390.0,IPS,25.0,1.024,Small,HD,0,0,Iiyama,10.551098519083913,Non-Gaming
Philips 243S1,680.0,1010.0,18775.9,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,4.0,2.0736,Medium,FullHD,0,0,Philips,9.840382669914254,Non-Gaming
Acer Nitro XZ342CUS3bmiipphx,999.0,1454.0,27252.83,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,400.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Acer,10.212949340673816,Gaming
Hannspree HO105HTB,1148.0,1419.0,28519.37,10.1,1280.0,800.0,1.6,149.44920605238187,60.0,800,350.0,IPS,25.0,1.024,Small,HD,0,0,Hannspree,10.258373847796113,Non-Gaming
Acer CB343CURbemiiphuzx,1999.0,2699.0,52194.78,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,60.0,1000,300.0,IPS,4.0,4.9536,XLarge,QHD,0,0,Acer,10.862756927690889,Non-Gaming
Gigabyte Aorus FI27Q-P,2572.0,2572.0,57149.84,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,165.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,1,0,Gigabyte,10.953449367277669,Gaming
Lenovo ThinkVision P27QD-40,1630.0,2406.0,44839.96,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,120.0,1500,350.0,IPS,6.0,3.6864,Large,QHD,1,0,Lenovo,10.71087728641276,Gaming
Dell S3221QSA,1660.0,2783.0,49361.73,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,300.0,VA,4.0,8.2944,Large,4K,0,0,Dell,10.806950964991495,Non-Gaming
Samsung Odyssey G5A 32,1815.0,4491.0,70059.66,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,165.0,1000,350.0,IPS,1.0,3.6864,XLarge,QHD,1,0,Samsung,11.157116717203822,Gaming
Lenovo Legion R45w-30,2699.0,3619.0,70192.98,44.5,5120.0,1440.0,3.5555555555555554,119.5201448168605,165.0,3000,450.0,VA,4.0,7.3728,XLarge,QHD,1,0,Lenovo,11.159017831350978,Gaming
Lenovo Legion 27Q-10,899.0,994.0,21031.23,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1000,300.0,IPS,1.0,3.6864,Large,QHD,1,0,Lenovo,9.953811302066926,Gaming
Dell S3422DWG,1797.0,2796.0,51028.23,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,144.0,3000,400.0,VA,2.0,4.9536,XLarge,QHD,1,0,Dell,10.840153884780937,Gaming
Viewsonic VA240-H,340.0,586.0,10287.86,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Viewsonic,9.238817035518732,Non-Gaming
Iiyama ProLite XU2794HSU-B6,642.0,654.0,14398.56,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,4000,250.0,VA,4.442516268980477,2.0736,Large,FullHD,0,0,Iiyama,9.574952929541706,Non-Gaming
NEC V323 PG,4315.0,4315.0,95879.3,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,85.0,1300,450.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,NEC,11.470855817454565,Non-Gaming
Asus VA24EQSB,528.0,956.0,16487.239999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,300.0,IPS,5.0,2.0736,Small,FullHD,0,0,Asus,9.710402678505114,Non-Gaming
LG 27BQ75QB,1189.0,1270.0,27319.49,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,LG,10.215392249102218,Non-Gaming
Dahua LM24-A200,312.0,731.0,11587.73,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,220.0,VA,5.0,2.0736,Medium,FullHD,0,0,Dahua,9.357788353108033,Non-Gaming
Asus ROG Strix OLED XG27AQDMG,2483.0,2731.0,57927.53999999999,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,240.0,1500000,275.0,OLED,1.0,3.6864,Medium,QHD,1,0,Asus,10.96696546094207,Gaming
Iiyama ProLite XUB3493WQSU-B5,1438.0,2305.0,41584.73,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,75.0,1000,400.0,IPS,4.0,4.9536,XLarge,QHD,0,0,Iiyama,10.635512358555347,Non-Gaming
Viewsonic VA2708-2K-HD,539.0,941.0,16442.8,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1000,250.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Viewsonic,9.707703785452928,Non-Gaming
Asus VA27ECPSN,763.0,1241.0,22264.44,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,300.0,IPS,5.0,2.0736,Large,FullHD,0,0,Asus,10.010790979518768,Non-Gaming
NEC MultiSync E274FL,1102.0,1102.0,24486.44,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,4000,250.0,VA,6.0,2.0736,Large,FullHD,0,0,NEC,10.105915612020086,Non-Gaming
Asus VA279QGS,765.0,993.0,19531.379999999997,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,120.0,1500,350.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Asus,9.879828880245219,Gaming
LG UltraWide 38WR85QC,3996.0,4999.0,99934.45,37.5,3840.0,1600.0,2.4,110.93333333333334,144.0,1000,450.0,IPS,1.0,6.144,XLarge,QHD,1,0,LG,11.512279756545407,Gaming
Viewsonic VX3276-2K-mhd,1139.0,1308.0,27186.17,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,60.0,1200,250.0,IPS,4.0,3.6864,XLarge,QHD,0,0,Viewsonic,10.21050044982634,Non-Gaming
Iiyama ProLite XUB3493WQSU-B6,1399.0,1590.0,33207.79,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,1000,400.0,IPS,4.951367781155016,4.9536,XLarge,QHD,1,0,Iiyama,10.410569878898237,Gaming
MSI PRO MP242PMG,670.0,971.0,18231.51,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1500,300.0,IPS,4.0,2.0736,Small,FullHD,1,0,MSI,9.810961543329375,Gaming
ASRock Phantom Gaming PG34WQ15R3A,1760.0,1803.0,39584.93,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,165.0,3000,550.0,VA,5.0,4.9536,XLarge,QHD,1,0,ASRock,10.586229031077192,Gaming
BenQ PD2506Q,1569.0,1809.0,37529.579999999994,25.0,2560.0,1440.0,1.7777777777777777,117.48838240438926,60.0,1000,350.0,IPS,5.0,3.6864,Medium,QHD,0,0,BenQ,10.532911346312874,Non-Gaming
Iiyama ProLite TW1623AS-B3P,1677.0,1677.0,37262.939999999995,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,103.74406332453826,1000,385.0,IPS,30.0,2.0736,Small,FullHD,0,0,Iiyama,10.525781381989722,Non-Gaming
NEC E507Q,3366.0,3366.0,74792.51999999999,50.0,3840.0,2160.0,1.7777777777777777,88.11628680329193,60.0,4000,350.0,VA,8.0,8.2944,XLarge,4K,0,0,NEC,11.222486529193842,Non-Gaming
Gigabyte GS34WQCA,982.0,1392.0,26375.14,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,3000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Gigabyte,10.180215092593107,Gaming
Lenovo ThinkVision P27q-30,1201.0,1929.0,34774.299999999996,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,60.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Lenovo,10.456662643641563,Non-Gaming
Asus ZenScreen OLED MQ16AHE,1733.0,1937.0,40773.7,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,100000,400.0,OLED,1.0,2.0736,Small,FullHD,0,0,Asus,10.615817070012731,Non-Gaming
MSI PRO MP161 E2,379.0,865.0,13820.84,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,800,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,MSI,9.534005228835534,Non-Gaming
AOC AGON AG274QXM,2830.0,4059.0,76536.79,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,175.0,1000,600.0,IPS,1.0,3.6864,Large,QHD,1,0,AOC,11.245539884771356,Gaming
Iiyama G-Master GB2570HSU-B1,762.0,762.0,16931.64,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,165.0,1000,400.0,IPS,4.0,2.0736,Medium,FullHD,1,0,Iiyama,9.73699839917831,Gaming
KOORUI 27E1QA,909.0,909.0,20197.98,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,144.0,3000,300.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,KOORUI,9.913387387064873,Gaming
Lenovo ThinkVision T27Q-40,1094.0,1791.0,32052.35,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,120.0,1500,350.0,IPS,6.0,3.6864,Large,QHD,1,0,Lenovo,10.375156981067512,Gaming
Philips 241B8QJEB,658.0,923.0,17564.91,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Philips,9.773715370929837,Non-Gaming
Samsung Smart Monitor M50D 27,780.0,1489.0,25208.59,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Samsung,10.13497975666217,Non-Gaming
Acer Nitro XZ452CUVbemiiphuzx,2785.0,4726.0,83447.20999999999,44.5,5120.0,1440.0,3.5555555555555554,119.5201448168605,165.0,3000,450.0,VA,4.442516268980477,7.3728,XLarge,QHD,1,0,Acer,11.331981478889885,Gaming
Asus ROG Strix XG32WCMS,1594.0,2263.0,42851.27,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,280.0,4000,350.0,VA,1.0,3.6864,Large,QHD,1,0,Asus,10.66551389811869,Gaming
AOC 27E3QAF,522.0,716.0,13754.179999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,342.715043074884,IPS,4.0,2.0736,Large,FullHD,0,0,AOC,9.529170759423543,Non-Gaming
